date,SP500,FTSE100
2022-06-07,4160.68017578125,7598.89990234375
2022-06-08,4115.77001953125,7593.0
2022-06-09,4017.820068359375,7476.2001953125
2022-06-10,3900.860107421875,7317.5
2022-06-13,3749.6298828125,7205.7998046875
2022-06-14,3735.47998046875,7187.5
2022-06-15,3789.989990234375,7273.39990234375
2022-06-16,3666.77001953125,7045.0
2022-06-17,3674.840087890625,7016.2998046875
2022-06-20,3674.840087890625,7121.7998046875
2022-06-21,3764.7900390625,7152.10009765625
2022-06-22,3759.889892578125,7089.2001953125
2022-06-23,3795.72998046875,7020.5
2022-06-24,3911.739990234375,7208.7998046875
2022-06-27,3900.110107421875,7258.2998046875
2022-06-28,3821.550048828125,7323.39990234375
2022-06-29,3818.830078125,7312.2998046875
2022-06-30,3785.3798828125,7169.2998046875
2022-07-01,3825.330078125,7168.7001953125
2022-07-04,3825.330078125,7232.7001953125
2022-07-05,3831.389892578125,7025.5
2022-07-06,3845.080078125,7107.7998046875
2022-07-07,3902.6201171875,7189.10009765625
2022-07-08,3899.3798828125,7196.2001953125
2022-07-11,3854.429931640625,7196.60009765625
2022-07-12,3818.800048828125,7209.89990234375
2022-07-13,3801.780029296875,7156.39990234375
2022-07-14,3790.3798828125,7039.7998046875
2022-07-15,3863.159912109375,7159.0
2022-07-18,3830.85009765625,7223.2001953125
2022-07-19,3936.68994140625,7296.2998046875
2022-07-20,3959.89990234375,7264.2998046875
2022-07-21,3998.949951171875,7270.5
2022-07-22,3961.6298828125,7276.39990234375
2022-07-25,3966.840087890625,7306.2998046875
2022-07-26,3921.050048828125,7306.2998046875
2022-07-27,4023.610107421875,7348.2001953125
2022-07-28,4072.429931640625,7345.2998046875
2022-07-29,4130.2900390625,7423.39990234375
2022-08-01,4118.6298828125,7413.39990234375
2022-08-02,4091.18994140625,7409.10009765625
2022-08-03,4155.169921875,7445.7001953125
2022-08-04,4151.93994140625,7448.10009765625
2022-08-05,4145.18994140625,7439.7001953125
2022-08-08,4140.06005859375,7482.39990234375
2022-08-09,4122.47021484375,7488.2001953125
2022-08-10,4210.240234375,7507.10009765625
2022-08-11,4207.27001953125,7465.89990234375
2022-08-12,4280.14990234375,7500.89990234375
2022-08-15,4297.14013671875,7509.2001953125
2022-08-16,4305.2001953125,7536.10009765625
2022-08-17,4274.0400390625,7515.7998046875
2022-08-18,4283.740234375,7541.89990234375
2022-08-19,4228.47998046875,7550.39990234375
2022-08-22,4137.990234375,7533.7998046875
2022-08-23,4128.72998046875,7488.10009765625
2022-08-24,4140.77001953125,7471.5
2022-08-25,4199.1201171875,7479.7001953125
2022-08-26,4057.659912109375,7427.2998046875
2022-08-29,4030.610107421875,7427.2998046875
2022-08-30,3986.159912109375,7361.60009765625
2022-08-31,3955.0,7284.2001953125
2022-09-01,3966.85009765625,7148.5
2022-09-02,3924.260009765625,7281.2001953125
2022-09-05,3924.260009765625,7287.39990234375
2022-09-06,3908.18994140625,7300.39990234375
2022-09-07,3979.8701171875,7237.7998046875
2022-09-08,4006.179931640625,7262.10009765625
2022-09-09,4067.360107421875,7351.10009765625
2022-09-12,4110.41015625,7473.0
2022-09-13,3932.68994140625,7385.89990234375
2022-09-14,3946.010009765625,7277.2998046875
2022-09-15,3901.35009765625,7282.10009765625
2022-09-16,3873.330078125,7236.7001953125
2022-09-19,3899.889892578125,7236.7001953125
2022-09-20,3855.929931640625,7192.7001953125
2022-09-21,3789.929931640625,7237.60009765625
2022-09-22,3757.989990234375,7159.5
2022-09-23,3693.22998046875,7018.60009765625
2022-09-26,3655.0400390625,7021.0
2022-09-27,3647.2900390625,6984.60009765625
2022-09-28,3719.0400390625,7005.39990234375
2022-09-29,3640.469970703125,6881.60009765625
2022-09-30,3585.6201171875,6893.7998046875
2022-10-03,3678.429931640625,6908.7998046875
2022-10-04,3790.929931640625,7086.5
2022-10-05,3783.280029296875,7052.60009765625
2022-10-06,3744.52001953125,6997.2998046875
2022-10-07,3639.659912109375,6991.10009765625
2022-10-10,3612.389892578125,6959.2998046875
2022-10-11,3588.840087890625,6885.2001953125
2022-10-12,3577.030029296875,6826.2001953125
2022-10-13,3669.909912109375,6850.2998046875
2022-10-14,3583.070068359375,6858.7998046875
2022-10-17,3677.949951171875,6920.2001953125
2022-10-18,3719.97998046875,6936.7001953125
2022-10-19,3695.159912109375,6925.0
2022-10-20,3665.780029296875,6943.89990234375
2022-10-21,3752.75,6969.7001953125
2022-10-24,3797.340087890625,7014.0
2022-10-25,3859.110107421875,7013.5
2022-10-26,3830.60009765625,7056.10009765625
2022-10-27,3807.300048828125,7073.7001953125
2022-10-28,3901.06005859375,7047.7001953125
2022-10-31,3871.97998046875,7094.5
2022-11-01,3856.10009765625,7186.2001953125
2022-11-02,3759.68994140625,7144.10009765625
2022-11-03,3719.889892578125,7188.60009765625
2022-11-04,3770.550048828125,7334.7998046875
2022-11-07,3806.800048828125,7300.0
2022-11-08,3828.110107421875,7306.10009765625
2022-11-09,3748.570068359375,7296.2998046875
2022-11-10,3956.3701171875,7375.2998046875
2022-11-11,3992.929931640625,7318.0
2022-11-14,3957.25,7385.2001953125
2022-11-15,3991.72998046875,7369.39990234375
2022-11-16,3958.7900390625,7351.2001953125
2022-11-17,3946.56005859375,7346.5
2022-11-18,3965.340087890625,7385.5
2022-11-21,3949.93994140625,7376.89990234375
2022-11-22,4003.580078125,7452.7998046875
2022-11-23,4027.260009765625,7465.2001953125
2022-11-24,4027.260009765625,7466.60009765625
2022-11-25,4026.1201171875,7486.7001953125
2022-11-28,3963.93994140625,7474.0
2022-11-29,3957.6298828125,7512.0
2022-11-30,4080.110107421875,7573.10009765625
2022-12-01,4076.570068359375,7558.5
2022-12-02,4071.699951171875,7556.2001953125
2022-12-05,3998.840087890625,7567.5
2022-12-06,3941.260009765625,7521.39990234375
2022-12-07,3933.919921875,7489.2001953125
2022-12-08,3963.510009765625,7472.2001953125
2022-12-09,3934.3798828125,7476.60009765625
2022-12-12,3990.56005859375,7446.0
2022-12-13,4019.64990234375,7502.89990234375
2022-12-14,3995.320068359375,7495.89990234375
2022-12-15,3895.75,7426.2001953125
2022-12-16,3852.360107421875,7332.10009765625
2022-12-19,3817.659912109375,7361.2998046875
2022-12-20,3821.6201171875,7370.60009765625
2022-12-21,3878.43994140625,7497.2998046875
2022-12-22,3822.389892578125,7469.2998046875
2022-12-23,3844.820068359375,7473.0
2022-12-27,3829.25,7473.0
2022-12-28,3783.219970703125,7497.2001953125
2022-12-29,3849.280029296875,7512.7001953125
2022-12-30,3839.5,7451.7001953125
2023-01-03,3824.139892578125,7554.10009765625
2023-01-04,3852.969970703125,7585.2001953125
2023-01-05,3808.10009765625,7633.5
2023-01-06,3895.080078125,7699.5
2023-01-09,3892.090087890625,7724.89990234375
2023-01-10,3919.25,7694.5
2023-01-11,3969.610107421875,7725.0
2023-01-12,3983.169921875,7794.0
2023-01-13,3999.090087890625,7844.10009765625
2023-01-16,3999.090087890625,7860.10009765625
2023-01-17,3990.969970703125,7851.0
2023-01-18,3928.860107421875,7830.7001953125
2023-01-19,3898.85009765625,7747.2998046875
2023-01-20,3972.610107421875,7770.60009765625
2023-01-23,4019.81005859375,7784.7001953125
2023-01-24,4016.949951171875,7757.39990234375
2023-01-25,4016.219970703125,7744.89990234375
2023-01-26,4060.429931640625,7761.10009765625
2023-01-27,4070.56005859375,7765.2001953125
2023-01-30,4017.77001953125,7784.89990234375
2023-01-31,4076.60009765625,7771.7001953125
2023-02-01,4119.2099609375,7761.10009765625
2023-02-02,4179.759765625,7820.2001953125
2023-02-03,4136.47998046875,7901.7998046875
2023-02-06,4111.080078125,7836.7001953125
2023-02-07,4164.0,7864.7001953125
2023-02-08,4117.85986328125,7885.2001953125
2023-02-09,4081.5,7911.2001953125
2023-02-10,4090.4599609375,7882.5
2023-02-13,4137.2900390625,7947.60009765625
2023-02-14,4136.1298828125,7953.89990234375
2023-02-15,4147.60009765625,7997.7998046875
2023-02-16,4090.409912109375,8012.5
2023-02-17,4079.090087890625,8004.39990234375
2023-02-20,4079.090087890625,8014.2998046875
2023-02-21,3997.340087890625,7977.7998046875
2023-02-22,3991.050048828125,7930.60009765625
2023-02-23,4012.320068359375,7907.7001953125
2023-02-24,3970.0400390625,7878.7001953125
2023-02-27,3982.239990234375,7935.10009765625
2023-02-28,3970.14990234375,7876.2998046875
2023-03-01,3951.389892578125,7914.89990234375
2023-03-02,3981.35009765625,7944.0
2023-03-03,4045.639892578125,7947.10009765625
2023-03-06,4048.419921875,7929.7998046875
2023-03-07,3986.3701171875,7919.5
2023-03-08,3992.010009765625,7929.89990234375
2023-03-09,3918.320068359375,7880.0
2023-03-10,3861.590087890625,7748.39990234375
2023-03-13,3855.760009765625,7548.60009765625
2023-03-14,3919.2900390625,7637.10009765625
2023-03-15,3891.929931640625,7344.5
2023-03-16,3960.280029296875,7410.0
2023-03-17,3916.639892578125,7335.39990234375
2023-03-20,3951.570068359375,7403.89990234375
2023-03-21,4002.8701171875,7536.2001953125
2023-03-22,3936.969970703125,7566.7998046875
2023-03-23,3948.719970703125,7499.60009765625
2023-03-24,3970.989990234375,7405.5
2023-03-27,3977.530029296875,7471.7998046875
2023-03-28,3971.27001953125,7484.2998046875
2023-03-29,4027.81005859375,7564.2998046875
2023-03-30,4050.830078125,7620.39990234375
2023-03-31,4109.31005859375,7631.7001953125
2023-04-03,4124.509765625,7673.0
2023-04-04,4100.60009765625,7634.5
2023-04-05,4090.3798828125,7662.89990234375
2023-04-06,4105.02001953125,7741.60009765625
2023-04-10,4109.10986328125,7741.60009765625
2023-04-11,4108.93994140625,7785.7001953125
2023-04-12,4091.949951171875,7824.7998046875
2023-04-13,4146.22021484375,7843.39990234375
2023-04-14,4137.64013671875,7871.89990234375
2023-04-17,4151.31982421875,7879.5
2023-04-18,4154.8701171875,7909.39990234375
2023-04-19,4154.52001953125,7898.7998046875
2023-04-20,4129.7900390625,7902.60009765625
2023-04-21,4133.52001953125,7914.10009765625
2023-04-24,4137.0400390625,7912.2001953125
2023-04-25,4071.6298828125,7891.10009765625
2023-04-26,4055.989990234375,7852.60009765625
2023-04-27,4135.35009765625,7831.60009765625
2023-04-28,4169.47998046875,7870.60009765625
2023-05-01,4167.8701171875,7870.60009765625
2023-05-02,4119.580078125,7773.0
2023-05-03,4090.75,7788.39990234375
2023-05-04,4061.219970703125,7702.60009765625
2023-05-05,4136.25,7778.39990234375
2023-05-08,4138.1201171875,7778.39990234375
2023-05-09,4119.169921875,7764.10009765625
2023-05-10,4137.64013671875,7741.2998046875
2023-05-11,4130.6201171875,7730.60009765625
2023-05-12,4124.080078125,7754.60009765625
2023-05-15,4136.27978515625,7777.7001953125
2023-05-16,4109.89990234375,7751.10009765625
2023-05-17,4158.77001953125,7723.2001953125
2023-05-18,4198.0498046875,7742.2998046875
2023-05-19,4191.97998046875,7756.89990234375
2023-05-22,4192.6298828125,7771.0
2023-05-23,4145.580078125,7763.0
2023-05-24,4115.240234375,7627.10009765625
2023-05-25,4151.27978515625,7570.89990234375
2023-05-26,4205.4501953125,7627.2001953125
2023-05-30,4205.52001953125,7522.10009765625
2023-05-31,4179.830078125,7446.10009765625
2023-06-01,4221.02001953125,7490.2998046875
2023-06-02,4282.3701171875,7607.2998046875
2023-06-05,4273.7900390625,7600.0
2023-06-06,4283.85009765625,7628.10009765625
2023-06-07,4267.52001953125,7624.2998046875
2023-06-08,4293.93017578125,7599.7001953125
2023-06-09,4298.85986328125,7562.39990234375
2023-06-12,4338.93017578125,7570.7001953125
2023-06-13,4369.009765625,7594.7998046875
2023-06-14,4372.58984375,7602.7001953125
2023-06-15,4425.83984375,7628.2998046875
2023-06-16,4409.58984375,7642.7001953125
2023-06-19,4409.58984375,7588.5
2023-06-20,4388.7099609375,7569.2998046875
2023-06-21,4365.68994140625,7559.2001953125
2023-06-22,4381.89013671875,7502.0
2023-06-23,4348.330078125,7461.89990234375
2023-06-26,4328.81982421875,7453.60009765625
2023-06-27,4378.41015625,7461.5
2023-06-28,4376.85986328125,7500.5
2023-06-29,4396.43994140625,7471.7001953125
2023-06-30,4450.3798828125,7531.5
2023-07-03,4455.58984375,7527.2998046875
2023-07-04,4455.58984375,7519.7001953125
2023-07-05,4446.81982421875,7442.10009765625
2023-07-06,4411.58984375,7280.5
2023-07-07,4398.9501953125,7256.89990234375
2023-07-10,4409.52978515625,7273.7998046875
2023-07-11,4439.259765625,7282.5
2023-07-12,4472.16015625,7416.10009765625
2023-07-13,4510.0400390625,7440.2001953125
2023-07-14,4505.419921875,7434.60009765625
2023-07-17,4522.7900390625,7406.39990234375
2023-07-18,4554.97998046875,7453.7001953125
2023-07-19,4565.72021484375,7588.2001953125
2023-07-20,4534.8701171875,7646.10009765625
2023-07-21,4536.33984375,7663.7001953125
2023-07-24,4554.64013671875,7678.60009765625
2023-07-25,4567.4599609375,7691.7998046875
2023-07-26,4566.75,7676.89990234375
2023-07-27,4537.41015625,7692.7998046875
2023-07-28,4582.22998046875,7694.2998046875
2023-07-31,4588.9599609375,7699.39990234375
2023-08-01,4576.72998046875,7666.2998046875
2023-08-02,4513.39013671875,7561.60009765625
2023-08-03,4501.89013671875,7529.2001953125
2023-08-04,4478.02978515625,7564.39990234375
2023-08-07,4518.43994140625,7554.5
2023-08-08,4499.3798828125,7527.39990234375
2023-08-09,4467.7099609375,7587.2998046875
2023-08-10,4468.830078125,7618.60009765625
2023-08-11,4464.0498046875,7524.2001953125
2023-08-14,4489.72021484375,7507.2001953125
2023-08-15,4437.85986328125,7389.60009765625
2023-08-16,4404.330078125,7356.89990234375
2023-08-17,4370.35986328125,7310.2001953125
2023-08-18,4369.7099609375,7262.39990234375
2023-08-21,4399.77001953125,7257.7998046875
2023-08-22,4387.5498046875,7270.7998046875
2023-08-23,4436.009765625,7320.5
2023-08-24,4376.31005859375,7333.60009765625
2023-08-25,4405.7099609375,7338.60009765625
2023-08-28,4433.31005859375,7338.60009765625
2023-08-29,4497.6298828125,7465.0
2023-08-30,4514.8701171875,7473.7001953125
2023-08-31,4507.66015625,7439.10009765625
2023-09-01,4515.77001953125,7464.5
2023-09-04,4515.77001953125,7452.7998046875
2023-09-05,4496.830078125,7437.89990234375
2023-09-06,4465.47998046875,7426.10009765625
2023-09-07,4451.14013671875,7441.7001953125
2023-09-08,4457.490234375,7478.2001953125
2023-09-11,4487.4599609375,7496.89990234375
2023-09-12,4461.89990234375,7527.5
2023-09-13,4467.43994140625,7526.0
2023-09-14,4505.10009765625,7673.10009765625
2023-09-15,4450.31982421875,7711.39990234375
2023-09-18,4453.52978515625,7652.89990234375
2023-09-19,4443.9501953125,7660.2001953125
2023-09-20,4402.2001953125,7731.7001953125
2023-09-21,4330.0,7678.60009765625
2023-09-22,4320.06005859375,7683.89990234375
2023-09-25,4337.43994140625,7624.0
2023-09-26,4273.52978515625,7625.7001953125
2023-09-27,4274.509765625,7593.2001953125
2023-09-28,4299.7001953125,7601.89990234375
2023-09-29,4288.0498046875,7608.10009765625
2023-10-02,4288.39013671875,7510.7001953125
2023-10-03,4229.4501953125,7470.2001953125
2023-10-04,4263.75,7412.5
2023-10-05,4258.18994140625,7451.5
2023-10-06,4308.5,7494.60009765625
2023-10-09,4335.66015625,7492.2001953125
2023-10-10,4358.240234375,7628.2001953125
2023-10-11,4376.9501953125,7620.0
2023-10-12,4349.60986328125,7644.7998046875
2023-10-13,4327.77978515625,7599.60009765625
2023-10-16,4373.6298828125,7630.60009765625
2023-10-17,4373.2001953125,7675.2001953125
2023-10-18,4314.60009765625,7588.0
2023-10-19,4278.0,7499.5
2023-10-20,4224.16015625,7402.10009765625
2023-10-23,4217.0400390625,7374.7998046875
2023-10-24,4247.68017578125,7389.7001953125
2023-10-25,4186.77001953125,7414.2998046875
2023-10-26,4137.22998046875,7354.60009765625
2023-10-27,4117.3701171875,7291.2998046875
2023-10-30,4166.81982421875,7327.39990234375
2023-10-31,4193.7998046875,7321.7001953125
2023-11-01,4237.85986328125,7342.39990234375
2023-11-02,4317.77978515625,7446.5
2023-11-03,4358.33984375,7417.7001953125
2023-11-06,4365.97998046875,7417.7998046875
2023-11-07,4378.3798828125,7410.0
2023-11-08,4382.77978515625,7401.7001953125
2023-11-09,4347.35009765625,7455.7001953125
2023-11-10,4415.240234375,7360.60009765625
2023-11-13,4411.5498046875,7425.7998046875
2023-11-14,4495.7001953125,7440.5
2023-11-15,4502.8798828125,7486.89990234375
2023-11-16,4508.240234375,7411.0
2023-11-17,4514.02001953125,7504.2998046875
2023-11-20,4547.3798828125,7496.39990234375
2023-11-21,4538.18994140625,7482.0
2023-11-22,4556.6201171875,7469.5
2023-11-23,4556.6201171875,7483.60009765625
2023-11-24,4559.33984375,7488.2001953125
2023-11-27,4550.43017578125,7460.7001953125
2023-11-28,4554.89013671875,7455.2001953125
2023-11-29,4550.580078125,7423.5
2023-11-30,4567.7998046875,7453.7998046875
2023-12-01,4594.6298828125,7529.39990234375
2023-12-04,4569.77978515625,7513.0
2023-12-05,4567.18017578125,7489.7998046875
2023-12-06,4549.33984375,7515.39990234375
2023-12-07,4585.58984375,7513.7001953125
2023-12-08,4604.3701171875,7554.5
2023-12-11,4622.43994140625,7544.89990234375
2023-12-12,4643.7001953125,7542.7998046875
2023-12-13,4707.08984375,7548.39990234375
2023-12-14,4719.5498046875,7649.0
2023-12-15,4719.18994140625,7576.39990234375
2023-12-18,4740.56005859375,7614.5
2023-12-19,4768.3701171875,7638.0
2023-12-20,4698.35009765625,7715.7001953125
2023-12-21,4746.75,7694.7001953125
2023-12-22,4754.6298828125,7697.5
2023-12-26,4774.75,7697.5
2023-12-27,4781.580078125,7725.0
2023-12-28,4783.35009765625,7722.7001953125
2023-12-29,4769.830078125,7733.2001953125
2024-01-02,4742.830078125,7721.5
2024-01-03,4704.81005859375,7682.2998046875
2024-01-04,4688.68017578125,7723.10009765625
2024-01-05,4697.240234375,7689.60009765625
2024-01-08,4763.5400390625,7694.2001953125
2024-01-09,4756.5,7684.0
2024-01-10,4783.4501953125,7651.7998046875
2024-01-11,4780.240234375,7576.60009765625
2024-01-12,4783.830078125,7624.89990234375
2024-01-15,4783.830078125,7594.89990234375
2024-01-16,4765.97998046875,7558.2998046875
2024-01-17,4739.2099609375,7446.2998046875
2024-01-18,4780.93994140625,7459.10009765625
2024-01-19,4839.81005859375,7461.89990234375
2024-01-22,4850.43017578125,7487.7001953125
2024-01-23,4864.60009765625,7485.7001953125
2024-01-24,4868.5498046875,7527.7001953125
2024-01-25,4894.16015625,7529.7001953125
2024-01-26,4890.97021484375,7635.10009765625
2024-01-29,4927.93017578125,7632.7001953125
2024-01-30,4924.97021484375,7666.2998046875
2024-01-31,4845.64990234375,7630.60009765625
2024-02-01,4906.18994140625,7622.2001953125
2024-02-02,4958.60986328125,7615.5
2024-02-05,4942.81005859375,7612.89990234375
2024-02-06,4954.22998046875,7681.0
2024-02-07,4995.06005859375,7628.7998046875
2024-02-08,4997.91015625,7595.5
2024-02-09,5026.60986328125,7572.60009765625
2024-02-12,5021.83984375,7573.7001953125
2024-02-13,4953.169921875,7512.2998046875
2024-02-14,5000.6201171875,7568.39990234375
2024-02-15,5029.72998046875,7597.5
2024-02-16,5005.56982421875,7711.7001953125
2024-02-19,5005.56982421875,7728.5
2024-02-20,4975.509765625,7719.2001953125
2024-02-21,4981.7998046875,7662.5
2024-02-22,5087.02978515625,7684.5
2024-02-23,5088.7998046875,7706.2998046875
2024-02-26,5069.52978515625,7684.2998046875
2024-02-27,5078.18017578125,7683.0
2024-02-28,5069.759765625,7625.0
2024-02-29,5096.27001953125,7630.0
2024-03-01,5137.080078125,7682.5
2024-03-04,5130.9501953125,7640.2998046875
2024-03-05,5078.64990234375,7646.2001953125
2024-03-06,5104.759765625,7679.2998046875
2024-03-07,5157.35986328125,7692.5
2024-03-08,5123.68994140625,7659.7001953125
2024-03-11,5117.93994140625,7669.2001953125
2024-03-12,5175.27001953125,7747.7998046875
2024-03-13,5165.31005859375,7772.2001953125
2024-03-14,5150.47998046875,7743.2001953125
2024-03-15,5117.08984375,7727.39990234375
2024-03-18,5149.419921875,7722.60009765625
2024-03-19,5178.509765625,7738.2998046875
2024-03-20,5224.6201171875,7737.39990234375
2024-03-21,5241.52978515625,7882.60009765625
2024-03-22,5234.18017578125,7930.89990234375
2024-03-25,5218.18994140625,7917.60009765625
2024-03-26,5203.580078125,7931.0
2024-03-27,5248.490234375,7932.0
2024-03-28,5254.35009765625,7952.60009765625
2024-04-01,5243.77001953125,7952.60009765625
2024-04-02,5205.81005859375,7935.10009765625
2024-04-03,5211.490234375,7937.39990234375
2024-04-04,5147.2099609375,7975.89990234375
2024-04-05,5204.33984375,7911.2001953125
2024-04-08,5202.39013671875,7943.5
2024-04-09,5209.91015625,7934.7998046875
2024-04-10,5160.64013671875,7961.2001953125
2024-04-11,5199.06005859375,7923.7998046875
2024-04-12,5123.41015625,7995.60009765625
2024-04-15,5061.81982421875,7965.5
2024-04-16,5051.41015625,7820.39990234375
2024-04-17,5022.2099609375,7848.0
2024-04-18,5011.1201171875,7877.10009765625
2024-04-19,4967.22998046875,7895.89990234375
2024-04-22,5010.60009765625,8023.89990234375
2024-04-23,5070.5498046875,8044.7998046875
2024-04-24,5071.6298828125,8040.39990234375
2024-04-25,5048.419921875,8078.89990234375
2024-04-26,5099.9599609375,8139.7998046875
2024-04-29,5116.169921875,8147.0
2024-04-30,5035.68994140625,8144.10009765625
2024-05-01,5018.39013671875,8121.2001953125
2024-05-02,5064.2001953125,8172.2001953125
2024-05-03,5127.7900390625,8213.5
2024-05-06,5180.740234375,8213.5
2024-05-07,5187.7001953125,8313.7001953125
2024-05-08,5187.669921875,8354.099609375
2024-05-09,5214.080078125,8381.400390625
2024-05-10,5222.68017578125,8433.7998046875
2024-05-13,5221.419921875,8415.0
2024-05-14,5246.68017578125,8428.099609375
2024-05-15,5308.14990234375,8445.7998046875
2024-05-16,5297.10009765625,8438.7001953125
2024-05-17,5303.27001953125,8420.2998046875
2024-05-20,5308.1298828125,8424.2001953125
2024-05-21,5321.41015625,8416.5
2024-05-22,5307.009765625,8370.2998046875
2024-05-23,5267.83984375,8339.2001953125
2024-05-24,5304.72021484375,8317.599609375
2024-05-28,5306.0400390625,8254.2001953125
2024-05-29,5266.9501953125,8183.10009765625
2024-05-30,5235.47998046875,8231.099609375
2024-05-31,5277.509765625,8275.400390625
2024-06-03,5283.39990234375,8262.7998046875
2024-06-04,5291.33984375,8232.0
2024-06-05,5354.02978515625,8247.0
2024-06-06,5352.9599609375,8285.2998046875
2024-06-07,5346.990234375,8245.400390625
2024-06-10,5360.7900390625,8228.5
2024-06-11,5375.31982421875,8147.7998046875
2024-06-12,5421.02978515625,8215.5
2024-06-13,5433.740234375,8163.7001953125
2024-06-14,5431.60009765625,8146.89990234375
2024-06-17,5473.22998046875,8142.2001953125
2024-06-18,5487.02978515625,8191.2998046875
